AMEX60DD000001	ZFP37-ZNF568
AMEX60DDU001006515	AMEX60DDU001006515
AMEX60DDU001006516	AMEX60DDU001006516
AMEX60DDU001006517	AMEX60DDU001006517
AMEX60DDU001006518	AMEX60DDU001006518
AMEX60DDU001006519	PARPI_0025344
AMEX60DDU001006520	LOC109054355
AMEX60DDU001006521	LOC115396492
AMEX60DDU001006522	LOC112117576
AMEX60DDU001006523	XELAEV_18036011MG
AMEX60DDU001006524	AMEX60DDU001006524
AMEX60DDU001006525	AMEX60DDU001006525
AMEX60DDU001006526	GOLM2
AMEX60DDU001006527	AMEX60DDU001006527
AMEX60DDU001006528	AMEX60DDU001006528
AMEX60DDU001006529	AMEX60DDU001006529
AMEX60DDU001006530	LOC115084588
AMEX60DDU001006531	AMEX60DDU001006531
AMEX60DDU001006532	LOC115557170
AMEX60DDU001006533	LOC102461666
AMEX60DDU001006534	AMEX60DDU001006534
AMEX60DDU001006535	LOC106734749
AMEX60DDU001006536	AMEX60DDU001006536
AMEX60DDU001006537	AMEX60DDU001006537
AMEX60DDU001006538	E1301_TTI003913
AMEX60DDU001006539	AMEX60DDU001006539
AMEX60DDU001006540	AMEX60DDU001006540
AMEX60DDU001006541	AMEX60DDU001006541
AMEX60DDU001006542	LOC112138718
AMEX60DDU001006543	AMEX60DDU001006543
AMEX60DDU001006544	AMEX60DDU001006544
AMEX60DDU001006545	AMEX60DDU001006545
AMEX60DDU001006546	AMEX60DDU001006546
AMEX60DDU001006547	AMEX60DDU001006547
AMEX60DDU001006548	AMEX60DDU001006548
AMEX60DDU001006549	AMEX60DDU001006549
AMEX60DDU001006550	LOC109070583
AMEX60DDU001006551	LOC115467692-HARBI1
AMEX60DDU001006552	AMEX60DDU001006552
AMEX60DDU001006553	AMEX60DDU001006553
AMEX60DDU001006554	AMEX60DDU001006554
AMEX60DDU001006555	CCIN
AMEX60DDU001006556	DPX16_21124
AMEX60DDU001006557	LOC109070705
AMEX60DDU001006558	AMEX60DDU001006558
AMEX60DDU001006559	AMEX60DDU001006559
AMEX60DDU001006560	AMEX60DDU001006560
AMEX60DDU001006561	AMEX60DDU001006561
AMEX60DDU001006562	AMEX60DDU001006562
AMEX60DDU001006563	AMEX60DDU001006563
AMEX60DDU001006564	AMEX60DDU001006564
AMEX60DDU001006565	AMEX60DDU001006565
AMEX60DDU001006566	XELAEV_18041766MG
AMEX60DDU001006567	AMEX60DDU001006567
AMEX60DDU001006568	AMEX60DDU001006568
AMEX60DDU001006569	LOC106527161
AMEX60DDU001006570	AMEX60DDU001006570
AMEX60DDU001006571	AMEX60DDU001006571
AMEX60DDU001006572	AMEX60DDU001006572
AMEX60DDU001006573	AMEX60DDU001006573
AMEX60DDU001006574	AMEX60DDU001006574
AMEX60DDU001006575	LOC102354552
AMEX60DDU001006576	LOC102354552
AMEX60DDU001006577	LOC115371064
AMEX60DDU001006578	AMEX60DDU001006578
AMEX60DDU001006579	AMEX60DDU001006579
AMEX60DDU001006580	AMEX60DDU001006580
AMEX60DDU001006581	AMEX60DDU001006581
AMEX60DDU001006582	AMEX60DDU001006582
AMEX60DDU001006583	LOC104942223
AMEX60DDU001006584	AMEX60DDU001006584
AMEX60DDU001006585	AMEX60DDU001006585
AMEX60DDU001006586	EBF1
AMEX60DDU001006587	AMEX60DDU001006587
AMEX60DDU001006588	AMEX60DDU001006588
AMEX60DDU001006589	D4764_20G0003880
AMEX60DDU001006590	AMEX60DDU001006590
AMEX60DDU001006591	AMEX60DDU001006591
AMEX60DDU001006592	LOC107392026-C17ORF113
AMEX60DDU001006593	AMEX60DDU001006593
AMEX60DDU001006594	AMEX60DDU001006594
AMEX60DDU001006595	AMEX60DDU001006595
AMEX60DDU001006596	AMEX60DDU001006596
AMEX60DDU001006597	AMEX60DDU001006597
AMEX60DDU001006598	LOC102462795
AMEX60DDU001006599	LOC106702273-LOC105377641
AMEX60DDU001006600	AMEX60DDU001006600
AMEX60DDU001006601	AMEX60DDU001006601
AMEX60DDU001006602	AMEX60DDU001006602
AMEX60DDU001006603	AMEX60DDU001006603
AMEX60DDU001006604	AMEX60DDU001006604
AMEX60DDU001006605	VMD2
AMEX60DDU001006606	LOC100158321
AMEX60DDU001006607	AMEX60DDU001006607
AMEX60DDU001006608	AMEX60DDU001006608
AMEX60DDU001006609	AMEX60DDU001006609
AMEX60DDU001006610	AMEX60DDU001006610
AMEX60DDU001006611	AMEX60DDU001006611
AMEX60DDU001006612	LOC108698892
AMEX60DDU001006613	AMEX60DDU001006613
AMEX60DDU001006614	AMEX60DDU001006614
AMEX60DDU001006615	AMEX60DDU001006615
AMEX60DDU001006616	AMEX60DDU001006616
AMEX60DDU001006617	DPX16_21124
AMEX60DDU001006618	AMEX60DDU001006618
AMEX60DDU001006619	AMEX60DDU001006619
AMEX60DDU001006620	AMEX60DDU001006620
AMEX60DDU001006621	AMEX60DDU001006621
AMEX60DDU001006622	AMEX60DDU001006622
AMEX60DDU001006623	AMEX60DDU001006623
AMEX60DDU001006624	AMEX60DDU001006624
AMEX60DDU001006625	AMEX60DDU001006625
AMEX60DDU001006626	LOC108418982
AMEX60DDU001006627	AMEX60DDU001006627
AMEX60DDU001006628	AMEX60DDU001006628
AMEX60DDU001006629	AMEX60DDU001006629
AMEX60DDU001006630	AMEX60DDU001006630
AMEX60DDU001006631	LOC115381268
AMEX60DDU001006632	ROHU_016906
AMEX60DDU001006633	LOC115388170
AMEX60DDU001006634	LOC105357518
AMEX60DDU001006635	E1301_TTI013651
AMEX60DDU001006636	AMEX60DDU001006636
AMEX60DDU001006637	LOC109257579-CLINT1
AMEX60DDU001006638	AMEX60DDU001006638
AMEX60DDU001006639	AMEX60DDU001006639
AMEX60DDU001006640	AMEX60DDU001006640
AMEX60DDU001006641	AMEX60DDU001006641
AMEX60DDU001006642	LOC102461666
AMEX60DDU001006643	CLINT1
AMEX60DDU001006644	AMEX60DDU001006644
AMEX60DDU001006645	AMEX60DDU001006645
AMEX60DDU001006646	AMEX60DDU001006646
AMEX60DDU001006647	AMEX60DDU001006647
AMEX60DDU001006648	AMEX60DDU001006648
AMEX60DDU001006649	LOC108698892-NYNRIN
AMEX60DDU001006650	AMEX60DDU001006650
AMEX60DDU001006651	CLINT1
AMEX60DDU001006652	LOC107983103
AMEX60DDU001006653	DNAH10
AMEX60DDU001006654	AMEX60DDU001006654
AMEX60DDU001006655	AMEX60DDU001006655
AMEX60DDU001006656	AMEX60DDU001006656
AMEX60DDU001006657	AMEX60DDU001006657
AMEX60DDU001006658	AMEX60DDU001006658
AMEX60DDU001006659	AMEX60DDU001006659
AMEX60DDU001006660	AMEX60DDU001006660
AMEX60DDU001006661	AMEX60DDU001006661
AMEX60DDU001006662	AMEX60DDU001006662
AMEX60DDU001006663	AMEX60DDU001006663
AMEX60DDU001006664	AMEX60DDU001006664
AMEX60DDU001006665	PARPI_0020992
AMEX60DDU001006666	GSONMT00048522001
AMEX60DDU001006667	LOC112547415
AMEX60DDU001006668	AMEX60DDU001006668
AMEX60DDU001006669	AMEX60DDU001006669
AMEX60DDU001006670	LSM11
AMEX60DDU001006671	AMEX60DDU001006671
AMEX60DDU001006672	AMEX60DDU001006672
AMEX60DDU001006673	THG1L
AMEX60DDU001006674	AMEX60DDU001006674
AMEX60DDU001006675	TRPS1
AMEX60DDU001006676	AMEX60DDU001006676
AMEX60DDU001006677	VMD2
AMEX60DDU001006678	AMEX60DDU001006678
AMEX60DDU001006679	AMEX60DDU001006679
AMEX60DDU001006680	LOC113052382-NYNRIN
AMEX60DDU001006681	AMEX60DDU001006681
AMEX60DDU001006682	N/A
AMEX60DDU001006683	AMEX60DDU001006683
AMEX60DDU001006684	AMEX60DDU001006684
AMEX60DDU001006685	AMEX60DDU001006685
AMEX60DDU001006686	AMEX60DDU001006686
AMEX60DDU001006687	AMEX60DDU001006687
AMEX60DDU001006688	AMEX60DDU001006688
AMEX60DDU001006689	LOC112543511
AMEX60DDU001006690	AMEX60DDU001006690
AMEX60DDU001006691	LOC102461666
AMEX60DDU001006692	PARPI_0026573
AMEX60DDU001006693	AMEX60DDU001006693
AMEX60DDU001006694	LOC104036727-TRPS1
AMEX60DDU001006695	AMEX60DDU001006695
AMEX60DDU001006696	AMEX60DDU001006696
AMEX60DDU001006697	AMEX60DDU001006697
AMEX60DDU001006698	AMEX60DDU001006698
AMEX60DDU001006699	E1301_TTI023775
AMEX60DDU001006700	AMEX60DDU001006700
AMEX60DDU001006701	AMEX60DDU001006701
AMEX60DDU001006702	AMEX60DDU001006702
AMEX60DDU001006703	LOC107385082
AMEX60DDU001006704	D9C73_028124
AMEX60DDU001006705	AMEX60DDU001006705
AMEX60DDU001006706	AMEX60DDU001006706
AMEX60DDU001006707	AMEX60DDU001006707
AMEX60DDU001006708	AMEX60DDU001006708
AMEX60DDU001006709	AMEX60DDU001006709
AMEX60DDU001006710	AMEX60DDU001006710
AMEX60DDU001006711	AMEX60DDU001006711
AMEX60DDU001006712	LOC107115082
AMEX60DDU001006713	AMEX60DDU001006713
AMEX60DDU001006714	AMEX60DDU001006714
AMEX60DDU001006715	AMEX60DDU001006715
AMEX60DDU001006716	AMEX60DDU001006716
AMEX60DDU001006717	AMEX60DDU001006717
AMEX60DDU001006718	LOC109047699-HARBI1
AMEX60DDU001006719	AMEX60DDU001006719
AMEX60DDU001006720	AMEX60DDU001006720
AMEX60DDU001006721	LOC107983321
AMEX60DDU001006722	AMEX60DDU001006722
AMEX60DDU001006723	AMEX60DDU001006723
AMEX60DDU001006724	AMEX60DDU001006724
AMEX60DDU001006725	AMEX60DDU001006725
AMEX60DDU001006726	AMEX60DDU001006726
AMEX60DDU001006727	AMEX60DDU001006727
AMEX60DDU001006728	AMEX60DDU001006728
AMEX60DDU001006729	AMEX60DDU001006729
AMEX60DDU001006730	AMEX60DDU001006730
AMEX60DDU001006731	AMEX60DDU001006731
AMEX60DDU001006732	AMEX60DDU001006732
AMEX60DDU001006733	AMEX60DDU001006733
AMEX60DDU001006734	AMEX60DDU001006734
AMEX60DDU001006735	AMEX60DDU001006735
AMEX60DDU001006736	AMEX60DDU001006736
AMEX60DDU001006737	AMEX60DDU001006737
AMEX60DDU001006738	VMD2
AMEX60DDU001006739	AMEX60DDU001006739
AMEX60DDU001006740	DPX16_2238
AMEX60DDU001006741	LOC113138288
AMEX60DDU001006742	PARPI_0009705
AMEX60DDU001006743	AMEX60DDU001006743
AMEX60DDU001006744	AMEX60DDU001006744
AMEX60DDU001006745	ROHU_001488
AMEX60DDU001006746	AMEX60DDU001006746
AMEX60DDU001006747	AMEX60DDU001006747
AMEX60DDU001006748	LOC113120717
AMEX60DDU001006749	AMEX60DDU001006749
AMEX60DDU001006750	AMEX60DDU001006750
AMEX60DDU001006751	AMEX60DDU001006751
AMEX60DDU001006752	AMEX60DDU001006752
AMEX60DDU001006753	AMEX60DDU001006753
AMEX60DDU001006754	AMEX60DDU001006754
AMEX60DDU001006755	AMEX60DDU001006755
AMEX60DDU001006756	AMEX60DDU001006756
AMEX60DDU001006757	AMEX60DDU001006757
AMEX60DDU001006758	LOC108697220
AMEX60DDU001006759	LOC114595149
AMEX60DDU001006760	AMEX60DDU001006760
AMEX60DDU001006761	AMEX60DDU001006761
AMEX60DDU001006762	AMEX60DDU001006762
AMEX60DDU001006763	LOC109102586
AMEX60DDU001006764	AMEX60DDU001006764
AMEX60DDU001006765	AMEX60DDU001006765
AMEX60DDU001006766	N/A
AMEX60DDU001006767	ROHU_009980
AMEX60DDU001006768	AMEX60DDU001006768
AMEX60DDU001006769	LOC115472078-SSUH2
AMEX60DDU001006770	AMEX60DDU001006770
AMEX60DDU001006771	LOC115090287
AMEX60DDU001006772	LOC115084588
AMEX60DDU001006773	AMEX60DDU001006773
AMEX60DDU001006774	AMEX60DDU001006774
AMEX60DDU001006775	AMEX60DDU001006775
AMEX60DDU001006776	AMEX60DDU001006776
AMEX60DDU001006777	ROHU_019343-ENV
AMEX60DDU001006778	AMEX60DDU001006778
AMEX60DDU001006779	AMEX60DDU001006779
AMEX60DDU001006780	AMEX60DDU001006780
AMEX60DDU001006781	LOC115472078-SSUH2
AMEX60DDU001006782	AMEX60DDU001006782
AMEX60DDU001006783	AMEX60DDU001006783
AMEX60DDU001006784	AMEX60DDU001006784
AMEX60DDU001006785	AMEX60DDU001006785
AMEX60DDU001006786	AMEX60DDU001006786
AMEX60DDU001006787	AMEX60DDU001006787
AMEX60DDU001006788	LOC102443440-SSUH2
AMEX60DDU001006789	LOC102461666
AMEX60DDU001006790	AMEX60DDU001006790
AMEX60DDU001006791	LOC102443440-SSUH2
AMEX60DDU001006792	AMEX60DDU001006792
AMEX60DDU001006793	LOC108264080
AMEX60DDU001006794	AMEX60DDU001006794
AMEX60DDU001006795	AMEX60DDU001006795
AMEX60DDU001006796	AMEX60DDU001006796
AMEX60DDU001006797	AMEX60DDU001006797
AMEX60DDU001006798	LOC114430585
AMEX60DDU001006799	AMEX60DDU001006799
AMEX60DDU001006800	AMEX60DDU001006800
AMEX60DDU001006801	AMEX60DDU001006801
AMEX60DDU001006802	AMEX60DDU001006802
AMEX60DDU001006803	AMEX60DDU001006803
AMEX60DDU001006804	AMEX60DDU001006804
AMEX60DDU001006805	AMEX60DDU001006805
AMEX60DDU001006806	ROHU_019343-ENV
AMEX60DDU001006807	AMEX60DDU001006807
AMEX60DDU001006808	AMEX60DDU001006808
AMEX60DDU001006809	AMEX60DDU001006809
AMEX60DDU001006810	AMEX60DDU001006810
AMEX60DDU001006811	AMEX60DDU001006811
AMEX60DDU001006812	AMEX60DDU001006812
AMEX60DDU001006813	AMEX60DDU001006813
AMEX60DDU001006814	AMEX60DDU001006814
AMEX60DDU001006815	N/A
AMEX60DDU001006816	AMEX60DDU001006816
AMEX60DDU001006817	AMEX60DDU001006817
AMEX60DDU001006818	AMEX60DDU001006818
AMEX60DDU001006819	LOC115533525
AMEX60DDU001006820	AMEX60DDU001006820
AMEX60DDU001006821	AMEX60DDU001006821
AMEX60DDU001006822	AMEX60DDU001006822
AMEX60DDU001006823	MARCKS
AMEX60DDU001006824	AMEX60DDU001006824
AMEX60DDU001006825	AMEX60DDU001006825
AMEX60DDU001006826	AMEX60DDU001006826
AMEX60DDU001006827	AMEX60DDU001006827
AMEX60DDU001006828	AMEX60DDU001006828
AMEX60DDU001006829	AMEX60DDU001006829
AMEX60DDU001006830	AMEX60DDU001006830
AMEX60DDU001006831	AMEX60DDU001006831
AMEX60DDU001006832	AMEX60DDU001006832
AMEX60DDU001006833	AMEX60DDU001006833
AMEX60DDU001006834	AMEX60DDU001006834
AMEX60DDU001006835	AMEX60DDU001006835
AMEX60DDU001006836	N/A
AMEX60DDU001006837	AMEX60DDU001006837
AMEX60DDU001006838	AMEX60DDU001006838
AMEX60DDU001006839	AMEX60DDU001006839
AMEX60DDU001006840	AMEX60DDU001006840
AMEX60DDU001006841	RTL1
AMEX60DDU001006842	LOC108800739
AMEX60DDU001006843	XELAEV_18023478MG
AMEX60DDU001006844	ROHU_014591
AMEX60DDU001006845	GSONMT00045911001
AMEX60DDU001006846	XELAEV_18022447MG
AMEX60DDU001006847	LOC340211
AMEX60DDU001006848	AMEX60DDU001006848
AMEX60DDU001006849	AMEX60DDU001006849
AMEX60DDU001006850	AMEX60DDU001006850
AMEX60DDU001006851	AV530_004636-PDLIM2
AMEX60DDU001006852	AMEX60DDU001006852
AMEX60DDU001006853	AMEX60DDU001006853
AMEX60DDU001006854	LOC108718530
AMEX60DDU001006855	AMEX60DDU001006855
AMEX60DDU001006856	AMEX60DDU001006856
AMEX60DDU001006857	AMEX60DDU001006857
AMEX60DDU001006858	AMEX60DDU001006858
AMEX60DDU001006859	AMEX60DDU001006859
AMEX60DDU001006860	AMEX60DDU001006860
AMEX60DDU001006861	AMEX60DDU001006861
AMEX60DDU001006862	AMEX60DDU001006862
AMEX60DDU001006863	AMEX60DDU001006863
AMEX60DDU001006864	AMEX60DDU001006864
AMEX60DDU001006865	AMEX60DDU001006865
AMEX60DDU001006866	AMEX60DDU001006866
AMEX60DDU001006867	N/A
AMEX60DDU001006868	AMEX60DDU001006868
AMEX60DDU001006869	AMEX60DDU001006869
AMEX60DDU001006870	AMEX60DDU001006870
AMEX60DDU001006871	XELAEV_18031802MG
AMEX60DDU001006872	AMEX60DDU001006872
AMEX60DDU001006873	AMEX60DDU001006873
AMEX60DDU001006874	AMEX60DDU001006874
AMEX60DDU001006875	AMEX60DDU001006875
AMEX60DDU001006876	AMEX60DDU001006876
AMEX60DDU001006877	AMEX60DDU001006877
AMEX60DDU001006878	LOC111559199
AMEX60DDU001006879	AMEX60DDU001006879
AMEX60DDU001006880	D9C73_028124
AMEX60DDU001006881	AMEX60DDU001006881
AMEX60DDU001006882	AMEX60DDU001006882
AMEX60DDU001006883	N/A
AMEX60DDU001006884	AMEX60DDU001006884
AMEX60DDU001006885	AMEX60DDU001006885
AMEX60DDU001006886	XELAEV_18005991MG
AMEX60DDU001006887	XELAEV_18000510MG
AMEX60DDU001006888	LOC107385082
AMEX60DDU001006889	ROHU_007132-RNASEH1
AMEX60DDU001006890	AMEX60DDU001006890
AMEX60DDU001006891	AMEX60DDU001006891
AMEX60DDU001006892	AMEX60DDU001006892
AMEX60DDU001006893	AMEX60DDU001006893
AMEX60DDU001006894	LOC111565595
AMEX60DDU001006895	AMEX60DDU001006895
AMEX60DDU001006896	LOC114021760
AMEX60DDU001006897	LOC115088534
AMEX60DDU001006898	AMEX60DDU001006898
AMEX60DDU001006899	AMEX60DDU001006899
AMEX60DDU001006900	LOC115088534
AMEX60DDU001006901	LOC109045189
AMEX60DDU001006902	AMEX60DDU001006902
AMEX60DDU001006903	N/A
AMEX60DDU001006904	PARPI_0024411
AMEX60DDU001006905	AMEX60DDU001006905
AMEX60DDU001006906	AMEX60DDU001006906
AMEX60DDU001006907	AMEX60DDU001006907
AMEX60DDU001006908	AMEX60DDU001006908
AMEX60DDU001006909	AMEX60DDU001006909
AMEX60DDU001006910	AMEX60DDU001006910
AMEX60DDU001006911	AMEX60DDU001006911
AMEX60DDU001006912	AMEX60DDU001006912
AMEX60DDU001006913	LOC115082327-CCAR2
AMEX60DDU001006914	PARPI_0014716
AMEX60DDU001006915	LOC115821825
AMEX60DDU001006916	LOC106731944
AMEX60DDU001006917	AMEX60DDU001006917
AMEX60DDU001006918	AMEX60DDU001006918
AMEX60DDU001006919	HGFAC
AMEX60DDU001006920	AMEX60DDU001006920
AMEX60DDU001006921	AMEX60DDU001006921
AMEX60DDU001006922	LOC115082327-CCAR2
AMEX60DDU001006923	AMEX60DDU001006923
AMEX60DDU001006924	VWA8
AMEX60DDU001006925	AMEX60DDU001006925
AMEX60DDU001006926	AMEX60DDU001006926
AMEX60DDU001006927	E1301_TTI023775-UNKNOWN
AMEX60DDU001006928	AMEX60DDU001006928
AMEX60DDU001006929	AMEX60DDU001006929
AMEX60DDU001006930	AB205_0134110
AMEX60DDU001006931	VMD2
AMEX60DDU001006932	LOC101944505
AMEX60DDU001006933	AAES_30040-BIN3
AMEX60DDU001006934	AMEX60DDU001006934
AMEX60DDU001006935	LOC108712374
AMEX60DDU001006936	AMEX60DDU001006936
AMEX60DDU001006937	AMEX60DDU001006937
AMEX60DDU001006938	PARPI_0014780
AMEX60DDU001006939	PARPI_0027204
AMEX60DDU001006940	AMEX60DDU001006940
AMEX60DDU001006941	AMEX60DDU001006941
AMEX60DDU001006942	LOC107575093
AMEX60DDU001006943	EGR3
AMEX60DDU001006944	AMEX60DDU001006944
AMEX60DDU001006945	AMEX60DDU001006945
AMEX60DDU001006946	AMEX60DDU001006946
AMEX60DDU001006947	AMEX60DDU001006947
AMEX60DDU001006948	AMEX60DDU001006948
AMEX60DDU001006949	AMEX60DDU001006949
AMEX60DDU001006950	AMEX60DDU001006950
AMEX60DDU001006951	AMEX60DDU001006951
AMEX60DDU001006952	AMEX60DDU001006952
AMEX60DDU001006953	AMEX60DDU001006953
AMEX60DDU001006954	AMEX60DDU001006954
AMEX60DDU001006955	GSONMT00055939001
AMEX60DDU001006956	AMEX60DDU001006956
AMEX60DDU001006957	AMEX60DDU001006957
AMEX60DDU001006958	AMEX60DDU001006958
AMEX60DDU001006959	AMEX60DDU001006959
AMEX60DDU001006960	AMEX60DDU001006960
AMEX60DDU001006961	LOC106702273-ENV
AMEX60DDU001006962	AMEX60DDU001006962
AMEX60DDU001006963	ANAPL_15048
AMEX60DDU001006964	PEBP4
AMEX60DDU001006965	AMEX60DDU001006965
AMEX60DDU001006966	AMEX60DDU001006966
AMEX60DDU001006967	LOC111194149
AMEX60DDU001006968	AMEX60DDU001006968
AMEX60DDU001006969	LOC102462795
AMEX60DDU001006970	LOC115460730-LOC340211
AMEX60DDU001006971	AMEX60DDU001006971
AMEX60DDU001006972	AMEX60DDU001006972
AMEX60DDU001006973	AMEX60DDU001006973
AMEX60DDU001006974	AMEX60DDU001006974
AMEX60DDU001006975	AMEX60DDU001006975
AMEX60DDU001006976	AR
AMEX60DDU001006977	ROHU_035406
AMEX60DDU001006978	AMEX60DDU001006978
AMEX60DDU001006979	AMEX60DDU001006979
AMEX60DDU001006980	AMEX60DDU001006980
AMEX60DDU001006981	AMEX60DDU001006981
AMEX60DDU001006982	AMEX60DDU001006982
AMEX60DDU001006983	PARPI_0014716
AMEX60DDU001006984	AMEX60DDU001006984
AMEX60DDU001006985	ROHU_024516-L1TD1
AMEX60DDU001006986	LOC106098505-LOC340211
AMEX60DDU001006987	AMEX60DDU001006987
AMEX60DDU001006988	AMEX60DDU001006988
AMEX60DDU001006989	AMEX60DDU001006989
AMEX60DDU001006990	AMEX60DDU001006990
AMEX60DDU001006991	AMEX60DDU001006991
AMEX60DDU001006992	LOC112543511
AMEX60DDU001006993	AMEX60DDU001006993
AMEX60DDU001006994	RTL1
AMEX60DDU001006995	N/A
AMEX60DDU001006996	AMEX60DDU001006996
AMEX60DDU001006997	AMEX60DDU001006997
AMEX60DDU001006998	AMEX60DDU001006998
AMEX60DDU001006999	AMEX60DDU001006999
AMEX60DDU001007000	AMEX60DDU001007000
AMEX60DDU001007001	AMEX60DDU001007001
AMEX60DDU001007002	AMEX60DDU001007002
AMEX60DDU001007003	AMEX60DDU001007003
AMEX60DDU001007004	LOC111608691-NAG13
AMEX60DDU001007005	LOC107570501
AMEX60DDU001007006	AMEX60DDU001007006
AMEX60DDU001007007	AMEX60DDU001007007
AMEX60DDU001007008	LOC114772546
AMEX60DDU001007009	AMEX60DDU001007009
AMEX60DDU001007010	AMEX60DDU001007010
AMEX60DDU001007011	AMEX60DDU001007011
AMEX60DDU001007012	D4764_09G0009520
AMEX60DDU001007013	AMEX60DDU001007013
AMEX60DDU001007014	AMEX60DDU001007014
AMEX60DDU001007015	HCG_1642748
AMEX60DDU001007016	AMEX60DDU001007016
AMEX60DDU001007017	AMEX60DDU001007017
AMEX60DDU001007018	DPX16_12726
AMEX60DDU001007019	AMEX60DDU001007019
AMEX60DDU001007020	AMEX60DDU001007020
AMEX60DDU001007021	AMEX60DDU001007021
AMEX60DDU001007022	AMEX60DDU001007022
AMEX60DDU001007023	DR999_PMT01096-EDA2R
AMEX60DDU001007024	AMEX60DDU001007024
AMEX60DDU001007025	AMEX60DDU001007025
AMEX60DDU001007026	LOC108717559
AMEX60DDU001007027	AMEX60DDU001007027
AMEX60DDU001007028	AMEX60DDU001007028
AMEX60DDU001007029	AMEX60DDU001007029
AMEX60DDU001007030	AMEX60DDU001007030
AMEX60DDU001007031	AMEX60DDU001007031
AMEX60DDU001007032	AMEX60DDU001007032
AMEX60DDU001007033	AMEX60DDU001007033
AMEX60DDU001007034	AMEX60DDU001007034
AMEX60DDU001007035	AMEX60DDU001007035
AMEX60DDU001007036	AMEX60DDU001007036
AMEX60DDU001007037	LOC102461666
AMEX60DDU001007038	LOC112545658
AMEX60DDU001007039	AMEX60DDU001007039
AMEX60DDU001007040	CHD8
AMEX60DDU001007041	AMEX60DDU001007041
AMEX60DDU001007042	AMEX60DDU001007042
AMEX60DDU001007043	LOC112543511
AMEX60DDU001007044	LYPA_23C013588-CHD8
AMEX60DDU001007045	AMEX60DDU001007045
AMEX60DDU001007046	AMEX60DDU001007046
AMEX60DDU001007047	AMEX60DDU001007047
AMEX60DDU001007048	AMEX60DDU001007048
AMEX60DDU001007049	AMEX60DDU001007049
AMEX60DDU001007050	AMEX60DDU001007050
AMEX60DDU001007051	LOC107983669
AMEX60DDU001007052	LOC110438973
AMEX60DDU001007053	LOC111608691-NAG13
AMEX60DDU001007054	LOC111608691-NAG13
AMEX60DDU001007055	LOC109091852
AMEX60DDU001007056	AMEX60DDU001007056
AMEX60DDU001007057	E1301_TTI022950
AMEX60DDU001007058	LOC100130764
AMEX60DDU001007059	LOC102461666
AMEX60DDU001007060	AMEX60DDU001007060
AMEX60DDU001007061	RAB2B
AMEX60DDU001007062	LOC115084588
AMEX60DDU001007063	LOC112545658
AMEX60DDU001007064	AMEX60DDU001007064
AMEX60DDU001007065	AMEX60DDU001007065
AMEX60DDU001007066	AMEX60DDU001007066
AMEX60DDU001007067	AMEX60DDU001007067
AMEX60DDU001007068	ROHU_019343-ENV
AMEX60DDU001007069	LOC116223618
AMEX60DDU001007070	AMEX60DDU001007070
AMEX60DDU001007071	AMEX60DDU001007071
AMEX60DDU001007072	AMEX60DDU001007072
AMEX60DDU001007073	AMEX60DDU001007073
AMEX60DDU001007074	AMEX60DDU001007074
AMEX60DDU001007075	AMEX60DDU001007075
AMEX60DDU001007076	AMEX60DDU001007076
AMEX60DDU001007077	AMEX60DDU001007077
AMEX60DDU001007078	XELAEV_18000510MG
AMEX60DDU001007079	CCT8
AMEX60DDU001007080	AMEX60DDU001007080
AMEX60DDU001007081	AMEX60DDU001007081
AMEX60DDU001007082	AMEX60DDU001007082
AMEX60DDU001007083	AMEX60DDU001007083
AMEX60DDU001007084	LOC114441791
AMEX60DDU001007085	AMEX60DDU001007085
AMEX60DDU001007086	AMEX60DDU001007086
AMEX60DDU001007087	IP6K3
AMEX60DDU001007088	LOC102461666
AMEX60DDU001007089	USP16
AMEX60DDU001007090	AMEX60DDU001007090
AMEX60DDU001007091	AMEX60DDU001007091
AMEX60DDU001007092	USP16
AMEX60DDU001007093	AMEX60DDU001007093
AMEX60DDU001007094	AMEX60DDU001007094
AMEX60DDU001007095	LTN1
AMEX60DDU001007096	AMEX60DDU001007096
AMEX60DDU001007097	AMEX60DDU001007097
AMEX60DDU001007098	LOC104507913-ANKIB1
AMEX60DDU001007099	AMEX60DDU001007099
AMEX60DDU001007100	CACNB3
AMEX60DDU001007101	AMEX60DDU001007101
AMEX60DDU001007102	AMEX60DDU001007102
AMEX60DDU001007103	AMEX60DDU001007103
AMEX60DDU001007104	AMEX60DDU001007104
AMEX60DDU001007105	AMEX60DDU001007105
AMEX60DDU001007106	AMEX60DDU001007106
AMEX60DDU001007107	AMEX60DDU001007107
AMEX60DDU001007108	AMEX60DDU001007108
AMEX60DDU001007109	AMEX60DDU001007109
AMEX60DDU001007110	AMEX60DDU001007110
AMEX60DDU001007111	AMEX60DDU001007111
AMEX60DDU001007112	AMEX60DDU001007112
AMEX60DDU001007113	AMEX60DDU001007113
AMEX60DDU001007114	AMEX60DDU001007114
AMEX60DDU001007115	AMEX60DDU001007115
AMEX60DDU001007116	AMEX60DDU001007116
AMEX60DDU001007117	AMEX60DDU001007117
AMEX60DDU001007118	AMEX60DDU001007118
AMEX60DDU001007119	N/A
AMEX60DDU001007120	AMEX60DDU001007120
AMEX60DDU001007121	LOC100336828
AMEX60DDU001007122	LOC257642
AMEX60DDU001007123	AMEX60DDU001007123
AMEX60DDU001007124	ADCY6
AMEX60DDU001007125	AMEX60DDU001007125
AMEX60DDU001007126	LOC108716218
